seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b19150	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b19151	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b19234	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b19241	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b19585	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b19609	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b20123	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas psychrotolerans
b20377	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b20441	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b20703	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b20737	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas extremaustralis
b20738	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas extremaustralis
b20739	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b20756	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b20776	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oleovorans
b20833	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b20834	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas chlororaphis
b20858	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b20907	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b20977	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mendocina
b21093	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b21094	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b21095	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b21096	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b21097	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b21099	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b21126	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fuscovaginae
b21492	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b21493	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b21494	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas avellanae
b21601	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b21604	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas viridiflava
b21972	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b22764	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b22765	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b22767	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b22768	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b23350	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b23351	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b23405	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b24151	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b25885	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b26290	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b26337	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b26418	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas protegens
b26628	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas plecoglossicida
b26835	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas savastanoi
b26839	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b26840	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b26880	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mandelii
b26881	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mandelii
b26906	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas psychrophila
b26924	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas tolaasii
b26968	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas veronii
b26973	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas tolaasii
b26995	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas nitroreducens
b27284	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b27298	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b27299	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b27300	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas agarici
b27301	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas gingeri
b27332	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas thermotolerans
b27341	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fuscovaginae
b27354	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas amygdali
b27377	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27381	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27385	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27388	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27393	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas umsongensis
b27412	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27601	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas alcaliphila
b27677	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b27802	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b27823	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b27845	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mendocina
b27906	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b27942	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas alcaligenes
b28018	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas alcaligenes
b28022	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b28071	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b28091	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas caeni
b28229	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas pelagia
b28257	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b28500	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b28501	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b28568	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas marincola
b28629	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas reinekei
b28662	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas balearica
b28935	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas balearica
b29116	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas gessardii
b29149	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas pachastrellae
b29206	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas extremaustralis
b29264	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas amygdali
b29278	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas chlororaphis
b29351	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas floridensis
b29630	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas savastanoi
b29644	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas graminis
b29696	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas monteilii
b29753	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas frederiksbergensis
b29773	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas frederiksbergensis
b29847	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas lactis
b29848	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas paralactis
b29849	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas weihenstephanensis
b29981	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas poae
b29989	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oleovorans
b29996	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aestusnigri
b30004	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas viridiflava
b30097	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas delhiensis
b30105	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas segetis
b30206	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas sagittaria
b30208	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas salegens
b30209	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas sabulinigri
b30211	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas prosekii
b30326	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas umsongensis
b30350	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas yangmingensis
b30552	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mandelii
b30553	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mandelii
b30637	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fragi
b30638	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas lundensis
b30688	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas kilonensis
b30717	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas congelans
b30724	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas plecoglossicida
b30757	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas viridiflava
b30879	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas viridiflava
b30880	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas amygdali
b31074	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas lundensis
b31171	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas pelagia
b31174	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas congelans
b31362	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas monteilii
b31399	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas hunanensis
b31477	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas floridensis
b31490	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas monteilii
b31688	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas guariconensis
b31767	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas donghuensis
b31799	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas avellanae
b31834	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oceani
b32124	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fragi
b32146	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas cedrina
b32150	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas poae
b32174	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas laurylsulfativorans
b32206	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas avellanae
b32207	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas amygdali
b32331	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas indoloxydans
b32389	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas resinovorans
b32451	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas indoloxydans
b32464	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas prosekii
b32496	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas psychrophila
b32760	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas furukawaii
b32761	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas furukawaii
b32854	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas jessenii
b32911	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas soli
b32912	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mosselii
b32913	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fulva
b32914	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas koreensis
b33361	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas thivervalensis
